AuthorId,PaperIds
55,627473 1246558 1807352 415449 283152 311565 609556 1068666 1958000 360533 368324 567439 674836 855331 1003588 1311582 391076 1006063 285210 1200417 847068 2149929 68389 191340 529078 605718 1182092 1629211 889545 341916 1420910 2160386 649131 2242701 501918 998325 949475 2253161 538215 2145125 151248 375494 1113127 2172928 933473 1598529 520682 1426341 732607 1717868 293806 153324 1263351 1634096 885156 145200 640178 507841 360278 778747 842748 1503337 1743955 380270 1208855 2235159 1404308 166298 427328 478547 590824 787670 1309499 1567825 1791611 803603 167677 222469 1111248 1306853 1516256 2069862 2188967 2239313 847721 1134037 1169763 862499 1613009 144775 178422 330142 561429 1318932 1495079 1935912 530550 618099 878611 947880 599636 1561133 2047193 569149 82789 2078331 75169 402085 569738 767668 878853 1131277 1254356 1598603 1692285 2088058 2233795 462613 836602 1267968 1572902 1639193 652442 852486 2144025 1087938 179163 348351 1291570 1394715 1779715 580095 849805 1389430 185529 749124 1696592 824805 1536069 1917226 138408 164850 716659 778260 838147 1147447 1162408 1842680 2060463 857434 607208 645843 837051 1846507 1964990 2219269 24074 25103 36459 40294 42966 55193 75356 82669 109868 128962 129165 188583 217562 243218 275203 282173 341809 367455 389256 393613 400432 415677 433440 441364 548812 596639 602590 662811 666181 701621 707333 739353 742557 761011 768943 782195 791391 809176 836220 836932 839470 844326 860343 869430 873533 914441 916062 951610 991821 1002385 1017616 1028676 1030869 1038114 1127766 1129545 1149308 1175552 1221789 1224097 1234065 1235117 1246911 1253687 1265959 1279252 1292671 1330500 1333822 1334503 1334565 1341262 1347683 1355338 1358761 1358815 1389913 1401976 1402396 1406810 1412697 1432571 1441833 1453295 1475480 1480374 1484358 1487068 1503094 1505207 1513936 1514435 1521193 1600372 1619343 1645597 1671418 1686687 1704638 1728999 1740617 1767867 1796849 1805568 1813933 1842828 1845348 1868160 1914211 1923712 1978555 1996769 2020050 2020967 2050391 2052277 2097673 2107137 2116002 2130152 2133149 2135162 2152937 2169279 2172944 2188615 2227977 2239080 375645 1473948 1596644 1705250 1715897 1230662 400429 434255 1258087 1844943 413987 424703 1690254 649955 479932 122970 1226103 1232116 1963658 1874629 294906 224005 337774 1065523 1130940 1390814 1575412 2061699 2139275 419865 1040990 1314361 1421288 1470552 1674347 1704151 821861 1709669 69178 396571 600343 1236357 1647435 1114808 1315501 1627327 295041 341776 1477509 1559958 1768979 757830 1212786 2069581 563378 636227 1892017 2067435 322106 601175 1988335 1998820 683325 2189241 2238930 299391 1481605 423069 156007 411010 783611 867779 1051834 1157610 1318181 1376095 1457884 2089307 1315957 744480 1412366 753581 577846 600193 1247571 1609130 372994 1545364 965304 1417252 2071330 15471 157653 250051 258012 317855 362297 366499 369796 464497 589720 801725 1034482 1124696 1131748 1231449 1272277 1488589 1874507 1883848 2031585 2223355 2243047 2248734 292208 1562350 267444 1507925 50011 2228319 487867 1120846 47028 68780 657724 913529 1032043 1039736 1384633 500411 2209422 228600 441057 1051041 1782482 1689507 2092511 136767 633416 1705023 427091 816840 1170435 1909176 655318 801400 1275261 209987 1471568 77268 85184 102768 110515 138526 178136 197854 264821 327786 372043 372836 391835 397455 494493 511272 515706 558232 605597 629576 686632 787171 794747 819589 861633 939887 1044866 1079496 1117699 1213444 1224720 1281589 1287246 1296398 1338645 1392908 1490929 1493998 1501821 1647084 1659666 1665586 1792050 1993390 2148216 2169998 2221713 2254072 443598 452096 745317 823685 1324071 1373323 95899 108616 443903 812510 1166498 1340284 2188174 248390 518886 566388 2160850 2203516 640883 1058984 1368392 169774 491228 617344 1611534 1905878 2139295 883792 1268197 2507 19294 25304 52775 139335 269210 312517 313273 401485 429669 446774 493921 529900 533875 545233 685489 690310 697076 699144 717808 733638 747730 766130 787757 810900 824229 847749 869813 919007 1012283 1079484 1095626 1165889 1173588 1183554 1200622 1283236 1290673 1294041 1299922 1303769 1309753 1321344 1330055 1360578 1561911 1587177 1604996 1709794 1754410 1809054 1822770 1871885 1930652 1961041 1973900 1976657 1988643 2006004 2010142 2014129 2033860 2054919 2100017 2126038 2161270 2170187 2187821 2213984 2232203 2185666 671895 810770 1258466 1974662 2001206 1204075 1618867 2025947 1058628 20444 449667 468963 590988 733374 762178 1425243 1691264 2001305 2182966 1614166 160532 327692 418934 1537119 417586 161497 178497 222631 241121 251879 300323 374924 433613 434161 440944 493623 520007 542459 571156 583593 616823 651888 720336 800859 805860 860367 898876 918326 944768 973193 981085 1000445 1057692 1081944 1088098 1106983 1153819 1218501 1231847 1268918 1328475 1336245 1348168 1350211 1369596 1374577 1409438 1464112 1482854 1564558 1588620 1598298 1605108 1617887 1618919 1637203 1638417 1639061 1669282 1693618 1737538 1748110 1762246 1819740 1845523 1886009 1912963 1953648 1971149 2043565 2086146 2101279 2140444 2228219
426,212235 762357 1513874 1620205 1755057 2114604 1886966 1591324 1525094 703799 1397733 841427 1220376 1715768 1743931 733468 92584 1619181 1309402 1522781 873 885676 1896437 174625 1474160 608753 37257 284639 581263 643226 1020664 1200538 1738852 2131795 1506113 1425521
1861,59550 1059590 1818633 282043 528639 922192 1048827 124595
10212,173546 414184 49767 1763581 1155164 1495359 1576383 1830188 2017320 1114250 1888199 275419 1723109 2148031 681072 719916 694244 290814 1274721 1409670 1443210 824163 195044 736670 1279152 199989 213826 656535 1907454 24013 792369 1753895 711071 2108310 509790 551557 131299
10275,300441 876311 2029275 368138 389312 995222 1979860 871240 2161376 358576 2192149
11496,310992 395701 220745 1762778 382531 1492999 248838 1272569 973637 1202424 511060 1743639 1872494 1104541 1885728
18188,1596936 661470 1792343 389381 580096 837759 1545848 157235 804483 1625524 1940154 1667384 197565 2235164 710443 888761 1107957 1932598 2045142 2166077 1957616 1094311 1908236 1835169 2179721 201934 517152 909867 925232 1161740 1370016 2174825 552709 137079 241280 735641 913351 474495 932834 2085225 1221739 1449121 1678146 2143863 1572736 139332 573569 763814 813760 986581 1478315 1794090
24084,83119 540977 855848 1019835 1231769 1295125 1921831 2088513 2109321 333881 508776 798065 1255955 1265218 921770 1293911 1189579 878697 1956573 1382971 742130 985112 1016070 264073 755602 740629 1738102 1995821 709938 1869397 881167 1001700 1125171 577751 1884939 1036778 159070 1631641 948819 1627503 1033339 485673 1373575 885251 2110768 387864 682071
24742,2044666 1027260 93774 1048305 1913487 130342 1878416 2089832 1781937 1913043 51173 2169048 1208535 1245729 1212339 415681 368006 1983432 1479666 418161 306589 16442 554197 71659 2096774 1252386 721790 1401091 2254334
25416,811814 930472 1400136 2160345 2247877 12388 93999 284666 305286 329902 1360551 1610714 1614447 1687437 1797025 2134084 2138119 670347 814588 1462076 1485594 1895909 812580 169683 181977 605987 232439 374185 1818437 866186 1919301 1966318 2185606 1610983 1622407 813039 424415 1451082 1474602 1854342 1416605 1503965 519560 1099694 686511 867114 2192042 84140 1370261 1613422 558147 1577492 61971 742067 1196882 1596121 1847725 2225397 1067880 12812 460139 757899 869152 941767 1076709 1168453 1447022 1587465 1828331 892088 1227405 2001332 927390 1237729 790443 1826301 1676941 1825773 680237 360572 1104862
28219,586226 602134 627675 631751 774485 1144676 1456144 1588027 1791923 1835483 1890179 1931375 167565 1706816 68017 447407 1464976 1680681 303593 1116196 401615 780897 82050 897275 5770 487655 1581445 1731420 2060242 1637736 1481346 1652378 1150031 1902112 109827 654955 1084963 383133 5120 128718 2184495 83820 623567 1025108 1594284 186104 335385 660242 1696145 1422005 665753 1852837 2247914 1399749 1955611 333598 1220941 1325050 1078812 330872 1703055 647888 680300 1862163
29128,1137717 2178958 618851 2196786 921604 703337 1860108 642811 1235232 315629 648074 1380889 1927641 657946 1769412 110647 223276 1174507 601667 2095139 804653 1635071 1668715
34494,259341 803164 968173 1076624 712201 560590 846983 353064 629989 91967 1206531 1719679 1784487 1524512 1096538 707534 549068 1063907 728621 1397825 1536613 1910875 997090 1750762 462095 809480 804003 2047860 1006766 159091 472573 1320542 1014168 1116725 1356744
34496,2130364 266856 888479 1429443 62917 632352 1363327 2253773 1638932 1359075 2169307 858967 161413
36062,100084 105792 111433 231435 274016 280324 292891 318438 384055 581437 605243 611971 646637 704914 869744 870955 916143 946260 972530 1007492 1037188 1135619 1168546 1225907 1227183 1374008 1393734 1481448 1528118 1579310 1627429 1644154 1755021 1760287 1895803 2030363 12362 822364 1257199 2120779 2254989 1096144 1148170 1150479 1314077 1411362 1809858 1894316 1975276 1958799 2084437 921400 1895472 1520105 1053515 910628 88304 1488418 899789 253150 1791107 461765 1770228 1302514 710159 838672 1765448 2257551 1070290 239616 448872 2166942 100193 169846 691018 741657 830033 881018 1107923 1260867 1537633 1561450 1561467 1975664 2011689 2179156 2243971 2257205 96930 1051950 52206 400327 1033927 1205019 1291513 1475139 1985804 1884507 993804 1696591 183182 939209 2169470 1938337 1098015 1152288 394413 1296714 2143817 1346661 630759 709071 1293320 1658764 2009413 2258994 57030 1178094 1425834 1566501 1765108 1805494 2218065 914058 2129732 1229421 1488609 100646 838367 1065957 319858 667744 957237 1465493 1501169 1994278 2251014 82450 471502 924384
39768,5505 8641 154803 162121 200508 216047 405042 423743 523900 539687 547614 551615 556341 758183 885347 1240968 1399457 1406329 1428199 1430807 1494469 1559005 1592066 1730752 2112139 2139326 115843 206613 818472 1219316 1382763 1502430 1527646 1771946 1942840 2185775 93488 432897 2126514 871837 1124811 1156204 1367227 68023 156198 367476 1285995 1396244 1859302 1974886 385658 511397 589984 730365 825836 1069237 1347552 1628319 1754413 1802369 1884083 1937541 1984723 2208909 2236084 155087 553353 1036289 1235441 1289447 2050669 370220 28045 100673 922526 958934 1061105 1245793 2182654 494957 1489965 1972254 1762264 1123455 1595095 710951 648483 312197 1229328 452266 918619 928356 2106793 2232604 2175268 1157824 2126402 1195190 331742 1102370 322704 1466535 618452 711258 783061 879373 1114602 1498743 1751703 217454 766030 872311 947393 1845192 2059764 223129 429315 1902374 1466741 1975573 1133985
39798,1372592 1472026 2056173 1906933 1581995 1892653 1785282 2153956 2246046 544441 594947 1122961 1380258 1788489 1929774 1994858 2196869 2139329 1503521 510673 666223 729457 1075626 530891 854512 1288620 729571 2104288 1610722 2052980 374468 115064 1054247 376339 1885187 519981 2087449 18672
40047,848122 1738143 847322 1133541 1141560 1116160 945776 1045548 1099951 188576 42018 2101374 238939 709733 258552 2171272 788435 1337919 1152800 627854 355196 2039247 1914286 324681 1012865 1289425 1530502 2115497 2230154 1815196
41009,114875 261035 376081 428606 863425 1029758 1225680 1375484 1492021 1503866 1698249 1956351 1258284 1862142 1138474 84587 1474631 2124527 656419 1934756 199656 246701 644357 2034501 2038704 1592115 56140 336248 643702 1176104 1398925 2026989 2181493 1308254 1819448 1994425 2234486 253685 253685 637278 2058482 2080354 2097253 1531457 1839925 2228833 915032 926841 1357171 330114 827041 1573546 129720
42126,1220955 1173255 660979 791236 1933559 776187 347427 386358 785820
43172,566072 537652 1266800 1930617 127095 356658 433659 814654 1217745 1849015 1155926 1508621 2177399 1296109 1521830 406620 1247158 1876696
45187,2202633 443914 1409696 1130150 1831888 2041981 1725516 1725516
45333,2138460 1232699 200484 1378776 745629 940748 1400665 727364 807868 1679112 1878978 1813947
46066,45403 191453 407548 634692 721900 1082619 1157255 1197910 1365765 1434510 1863185 2094390 2110965 1224625 1984071 1872215 399845 1674171 1723942 85243 741938 2158522 720189 364532 1966185 416649 946806 737082 1846156 183262 586968 1282427 1283775 159023 897475 1551780 1589028 1949698 676015 2095007 1292754 976074 1782570 903284 202418 464803 1515709 29428 804918 12403 812130 1538056 1897513 617071 394747 2041368 2109319 395019 1902541 2054486 1966819
47017,1235731 1587962 1126668 877613 456193 855071 2091331 68419 1656243 1312807 1459573 1180297 382268 1548256 802514 1631163 1920929 1534759 205691 1984291 2069505 148837 904968 1601840 545532 1945466 143535 372684 959709 1418396 309280 402449 327016 669425 1354570 469963 974997 1582820 2067876 2248479 825353 1174459 2250379 259806 479980 1034309 1523202 1162111 1314999 810860 358766 1562660 1882724 1991326 974717 1481131 1554996 1697978 1438593 1848939 1307395 1142699 31966 2012471 249794 1419410 917714 1097677 1207842 1132453 73200 230362 817043 2008934 539979 560441 747635 909199 564997 1965004 195544 857876 1436180 1923559 2117035 280536 702336 1298547 113469 75376 367143 26035 896957 361131 617674 760332 795668 20013 1224717 962323 1054552 1184789 1288246 439107 2199293 1946327 93065 977325 15104 99719 162975 1456402 5900 1313701 796552 842662 1450841 1633627 2136502 616979 185854 299094 1690779 1723413 2100989 659438 1185300 1659842 1996632 2012652 2246471
47369,201550 212672 231443 249881 263697 393938 420376 557516 589471 615483 639550 693443 718459 758878 773117 955542 1042370 1123071 1189910 1242911 1268774 1426151 1457310 1541654 1621548 1637719 1710955 1716677 1760521 1880847 2036384 2090318 2220329 2209103 662139 32850 689535 705880 194000 1282435 340409 1060942 1919654 545837 1140341 1235766 1324833 1850227 99953 1005133 510797 356551 380110 1373174 1572703 1633959 1863871 2090394 2237791 719123 1988509 522373 1374442 983165 1689876 1743926 516439 2225991 102351 1985178 111913 539078 29415 35421 251616 479323 495181 701899 1094852 1273895 1613458 2156115 2189979 310610 1668248 633033 1023331 1840637 39650 213374 291513 496133 688618 1056758 1466503 1538867 1575310 1761571 1892530 2173810 23054 528316 2019794
48271,1641627 2021983 2189727 1697158 1284336 174021 382740 76832 314113 346168 849724 1725338 1990256 2088176 1430366 1459669 108702 2236330 1065 981546 1105665 391938 1460581 1378037 2222204 347377 449905 2235685 1223261 1735840 2221247 881430 838948 2119206 1960316 429059 313931 313931 633157 1098132 2058100 558586 1128220 70394 426043 964690
49667,13345 27735 28726 37246 82169 97909 97909 204997 232283 234361 250485 260137 261075 264980 312405 397780 419798 466705 533190 561424 665274 719846 747534 923212 929116 977869 1000333 1010505 1042525 1095604 1111728 1136275 1139304 1168107 1185950 1210045 1231121 1250513 1252479 1361498 1394357 1420963 1427066 1441793 1483691 1515523 1548339 1631232 1720149 1724960 1735677 1763689 1765050 1792259 1793141 1811349 1822721 1890896 1901108 1926287 1934227 1958227 1960578 2028427 2035256 2082191 2118385 2123826 2185612 2193064 2199700 2209437 2223491 2223838 2223852 2251494 1229525 20748 21119 80699 517713 585760 1199173 1513802 1568542 1632161 1701999 2000546 2003564 2010532 2050315 180518 1519809 245054 760670 364105 1120884 1535917 2084082 818206 980555 1023691 238780 1069444 1414100 3783 1720255 2152849 982785 44527 721843 730982 1374938 1845901 1969981 509973 1632830 1795964 972086 1431544 376388 409809 877931 1946799 1984205 1701744 377178 1596002 1777208 893588 454790 1047858 1504815 1563584 1415837 654185 1376818 1609920 639206 647417 1292873 12067 359504 809433 997624 1261390 1342355 1506605 1723026 1745252 148431 1383421 1473525 470373 525632 890238 1699309 2073712 2077016 816501 980847 1093688 1405986 1465919 1604684 1701639 865125 1772048 2114734 47495 1368947 86102 900707 912990 929825 1061980 1855325 1922507 2256552 262895 1072787 1196826 1302330 1529230 1967976 875977 680091 31206 136623 337864 471452 485536 809959 1132114 1620473 1799617 1989884 16133 54715 184841 327468 2018304 908541 936204 1263653 2149537 1602149 1961403 814729 1104001 945082 83808 1146818 2041399 540959 1715966
53232,134973 1006823 846279 1069844 1308604 52499 416698 550927 2182817 2220600 1708545
53546,1749472 635509 342925 1089891 1519018
54193,1822971 115335 1049892 1887993 336330 1339451 1261998 1525884 1218785 361759 1775232 1702804 1827457 1182759
55472,11202 17361 134697 232138 335561 354173 544846 897505 920824 963163 1078971 1188759 1241629 1317519 1349412 1355808 1367497 1477393 1533072 1602426 1676979 1697554 1698561 1815125 1826645 1956071 2038399 2209704 288430 786870 835997 2155857 981661 1517046 156996 2072329 1352228 1399406 837360 559776 1123073 2228030 1060266 1366664 738880 1748387 1772803 803104 776599 138434 975433 393454 1134653 453139 1995332 1515044 308175 454243 587588 1428205 1525050 1641150 92650 368327 200918 1673413 622834 1380118 1425956 1652756 469743 776897 1842035 422799 1682789
57198,305458 1392869 1972414 206158 934805 1690790 921204 146027 766207
57451,1869921 385955 1766217 746153 631315 2042411 478614
58609,287053 395704 932459 324523 567989 423179 815857 864324 640834 2032251 1273038 2021144 514374
61064,279685 551160 1041639 1074858 2130760 1772074 1956780 746800 755182 984038 1148629 1502263 584130 2075002 1295843 1465557 134307 496566 143951 2091214 1675975 565961 959130 1034842 2050000 2184630
62984,323767 358853 644802 1917068 15533 22245 65501 169894 210299 272790 452986 567888 615926 628586 629173 794620 901384 978906 995755 1140592 1168906 1171898 1304305 1345739 1401535 1423808 1457155 1490095 1494324 1514879 1542586 1610740 1623697 1650258 1689537 1835622 1988262 2237096 427191 752081 1290378 2123749 2232688 938884 1330683 17240 1848846 36575 1210726 1425746 589321 875518 1571576 2081944 1348410 432850 1009242 436903 1258404 7694 621653 1063899 165351 2151004 418242 526406 1699311 62138 204531 316282 332587 614191 708274 999211 1100907 1127084 1233619 1309805 1354952 1408384 1542763 1653130 2062401 2147903 2248521 77274 673684 1804732 1926166 2034939 2058602 2081382 130112 1291998 135533 1883810 107189
63141,214528 1218037
68442,210286 810278 1082885 1569877 2122432 1753187 2055801 274626 1996627 1425866 1282045 1140750 1373192 1254384 1141983
68676,51213 964232 1886912 2036999 2037325 24020 291538 830317 863629 902644 1075218 1138260 1281657 1379587 1439865 1454358 1458433 1462079 1553313 1610440 1634808 1725673 1792647 1949905 2032555 14131 168632 351826 417384 553983 1277972 17667 142728 365443 956984 1085231 1778680 1938143 261358 2004095 1575126 1038427 304338 2034893 909594 42108 380874 1114460 1007384 2135789 1806838 343942 987485 856597 1610168 1668336 647855 1723232 1913430 640358 138789 304379 326702 589390 943292 1094801 1178489 1232019 1267117 1552459 1867247 1905456 862902 1312214 1773881 2076665 204838 1067040 1350933 972354 656382 1051482 1027652 2175732 678942 1993375 193345 249506 298942 1914015 191887 503988 862059 903054 1356243 1722176 2075553 2241982 209825 288177 417263 432673 618179 1947185 2108397 659146 1163164 1091672
70311,1789018 1387164 2193762 1844708 1597169 1900560 278945 594914 1572872 634915
71221,1181738 299530 1906331 1708272 1888630 665014 1054673 649826 1257102 2146545 1489276
72384,923067 982810 300244 1178398 1756658 2002545 2224260 1037542 1564994 1649373 715676 86576 435782 1370074 2019615 2244968 525382 904269 2257331 1121350 885239 2193796 2097228 69982 1377948 28190 339600 2228003
74859,875731 1428726 524562 1485533 1044183 1489831 909362 1371642 592046 687725 245139 1879774 1203866 1979144 1044426 852203 1887843 1762955 1947409 488107 488107 488107 1625277 1775592 1775592 1775592 1819639 1909010 2028109 2032968 2172540 710454 1486393 2127249 179245 2221657 249005 878446 946604 946604 1835988 1835988 1261356 618621 230589
