AuthorId,PaperIds
55,415449 1003588 1246558 1807352 1311582 2160386 68389 191340 529078 1182092 1629211 1420910 337774 1536069 1917226 1963658 2139275 627473 605718 1705250 2239313 283152 341916 360533 368324 674836 855331 889545 1006063 609556 501918 998325 869430 1068666 311565 1200417 391076 285210 1113127 2242701 1958000 847068 2149929 567439 649131 949475 1598529 1087938 400429 580095 749124 1258087 1389430 507841 2253161 599636 1315957 538215 2145125 144775 153324 885156 1634096 145200 933473 652442 852486 1743955 732607 2189241 427328 787670 1567825 862499 1613009 1169763 1404308 1263351 1561133 2047193 293806 683325 360278 778747 842748 1230662 1503337 151248 375494 520682 1426341 1267968 1572902 590824 569149 847721 1134037 479932 166298 478547 1791611 462613 836602 1639193 82789 156007 849805 1690254 2078331 803603 640178 824805 2069581 434255 380270 717808 1208855 2235159 2172928 1717868 518886 801725 1309499 1330055 1614166 1618867 1705023 1883848 2001305 2071330 2126038 2248734 1844943 423069 434161 1409438 1507925 1693618 821861 883792 1782482 1696592 419865 1040990 1314361 1421288 1470552 1674347 1704151 427091 15471 77268 95899 108616 160532 197854 209987 299391 372994 413987 424703 429669 440944 446774 449667 468963 529900 589720 590988 601175 686632 690310 757830 762178 783611 800859 810900 812510 861633 1034482 1051041 1095626 1165889 1166498 1212786 1268197 1283236 1287246 1318181 1340284 1350211 1368392 1376095 1425243 1471568 1488589 1559958 1561911 1562350 1587177 1618919 1637203 1647084 1669282 1691264 1874629 1973900 1988335 2001206 2025947 2086146 2169998 2182966 2185666 2188174 2223355 75169 375645 402085 569738 607208 645843 767668 837051 857434 878853 1131277 1254356 1473948 1596644 1598603 1692285 1715897 1846507 1964990 2088058 2219269 2233795 138408 164850 185529 716659 778260 838147 1147447 1162408 1842680 2060463 24074 40294 42966 55193 75356 82669 109868 128962 217562 243218 275203 282173 341809 367455 389256 393613 400432 415677 433440 548812 602590 666181 701621 707333 739353 742557 761011 768943 782195 791391 809176 836220 836932 844326 873533 914441 916062 951610 1017616 1028676 1030869 1038114 1127766 1149308 1175552 1221789 1246911 1253687 1265959 1279252 1292671 1330500 1333822 1334503 1334565 1341262 1347683 1358761 1358815 1389913 1401976 1402396 1406810 1412697 1432571 1453295 1475480 1480374 1487068 1503094 1505207 1513936 1514435 1521193 1600372 1645597 1671418 1686687 1704638 1728999 1767867 1805568 1842828 1845348 1868160 1914211 1923712 1996769 2020050 2020967 2052277 2097673 2116002 2130152 2133149 2135162 2169279 2172944 2188615 2227977 2239080 618099 878611 947880 500411 530550 1079496 1338645 1993390 122970 224005 1065523 1130940 1226103 1232116 1390814 1575412 2061699 487867 1120846 178422 330142 561429 1318932 1495079 1935912 167677 179163 222469 348351 1111248 1291570 1306853 1394715 1516256 1779715 2069862 2188967 2507 20444 68780 85184 110515 136767 138526 157653 161497 169774 178136 178497 248390 250051 251879 264821 267444 269210 295041 300323 313273 322106 327692 327786 341776 366499 369796 372043 397455 401485 411010 417586 418934 433613 441057 443598 443903 452096 464497 491228 493623 493921 494493 511272 515706 533875 542459 545233 558232 566388 571156 583593 617344 633416 640883 649955 655318 657724 671895 685489 697076 720336 733374 744480 753581 766130 787171 787757 794747 801400 805860 810770 816840 819589 823685 824229 847749 860367 869813 913529 918326 939887 944768 965304 973193 981085 1000445 1012283 1039736 1051834 1057692 1058628 1058984 1079484 1106983 1124696 1131748 1157610 1170435 1173588 1183554 1200622 1204075 1213444 1218501 1224720 1231449 1231847 1258466 1268918 1272277 1281589 1290673 1303769 1309753 1321344 1324071 1328475 1336245 1348168 1360578 1369596 1374577 1384633 1412366 1417252 1457884 1464112 1477509 1481605 1482854 1490929 1493998 1537119 1545364 1564558 1588620 1598298 1604996 1605108 1611534 1617887 1659666 1665586 1689507 1737538 1748110 1762246 1792050 1819740 1845523 1871885 1886009 1905878 1909176 1912963 1930652 1953648 1961041 1971149 1974662 1976657 1988643 1998820 2010142 2031585 2033860 2043565 2089307 2092511 2101279 2140444 2144025 2148216 2160850 2170187 2187821 2203516 2213984 2221713 2228219 2232203 2238930 2243047 258012 69178 396571 600343 1236357 1647435 25103 36459 129165 188583 294906 441364 563378 596639 636227 662811 839470 860343 991821 1002385 1114808 1129545 1224097 1234065 1235117 1315501 1355338 1441833 1484358 1619343 1627327 1709669 1740617 1796849 1813933 1892017 1978555 2050391 2067435 2107137 2152937 19294 25304 47028 50011 52775 102768 139335 222631 228600 241121 292208 312517 317855 362297 372836 374924 391835 520007 577846 600193 605597 616823 629576 651888 699144 733638 745317 747730 867779 898876 919007 1032043 1044866 1081944 1088098 1117699 1153819 1247571 1275261 1294041 1296398 1299922 1373323 1392908 1501821 1609130 1638417 1639061 1709794 1754410 1768979 1809054 1822770 1874507 2006004 2014129 2054919 2100017 2139295 2161270 2209422 2228319 2254072
426,762357 1591324 1886966 2114604 212235 1620205 1513874 703799 1309402 1397733 1755057 885676 1220376 1474160 1715768 1743931 92584 1619181 733468 1506113 1525094 581263 1020664 1200538 2131795 608753 841427 174625 1896437 1522781 37257 284639 643226 1738852 873 1425521
1861,282043 528639 922192 1048827 1059590 1818633 59550 124595
10212,49767 1723109 1763581 414184 1114250 1155164 1576383 1830188 1888199 1495359 2017320 199989 711071 1443210 275419 2148031 1753895 173546 681072 719916 694244 824163 131299 792369 290814 24013 509790 551557 1907454 1274721 1409670 736670 1279152 195044 213826 2108310 656535
10275,300441 876311 2029275 368138 389312 871240 995222 358576 1979860 2161376 2192149
11496,220745 248838 511060 1762778 1492999 395701 1272569 1872494 382531 973637 1743639 310992 1885728 1202424 1104541
18188,1596936 389381 661470 552709 1449121 2143863 932834 580096 1792343 1835169 137079 925232 2174825 909867 1107957 1161740 1370016 1932598 2045142 2166077 813760 201934 2179721 1794090 139332 241280 710443 735641 763814 888761 986581 1221739 1678146 517152 1667384 1094311 1957616 837759 1572736 157235 804483 1908236 1940154 1545848 474495 197565 1625524 2235164 1478315 913351 2085225 573569
24084,264073 387864 508776 540977 740629 855848 1019835 1189579 1255955 1265218 1295125 1995821 2109321 948819 1033339 1231769 1921831 2110768 333881 921770 83119 1293911 1382971 709938 742130 755602 798065 878697 881167 985112 1016070 1738102 1956573 2088513 159070 485673 577751 1125171 1373575 1627503 1631641 1884939 1001700 1869397 1036778 885251 682071
24742,1781937 1479666 93774 51173 1027260 1208535 1245729 1913487 2044666 368006 418161 1983432 1048305 1878416 415681 130342 71659 2169048 554197 1913043 2089832 306589 1212339 16442 2096774 721790 1252386 1401091 2254334
25416,12388 93999 169683 181977 284666 305286 360572 1485594 1610714 1797025 1895909 2134084 2138119 232439 329902 374185 605987 1360551 1687437 1610983 1622407 1818437 670347 811814 812580 814588 867114 892088 1067880 1227405 1451082 1462076 1577492 1614447 1825773 1919301 1966318 2001332 2185606 2192042 2247877 866186 930472 1400136 2160345 558147 1099694 813039 12812 61971 460139 519560 742067 757899 790443 869152 927390 941767 1076709 1168453 1196882 1237729 1370261 1416605 1447022 1587465 1596121 1613422 1828331 1847725 2225397 1854342 1474602 84140 1503965 424415 686511 1826301 1104862 1676941 680237
