AuthorId,PaperIds
55,599636 949475 1598529 283152 285210 501918 609556 847068 1068666 1200417 1420910 2149929 360533 368324 674836 855331 1006063 1258087 1389430 341916 2242701 391076 400429 144775 507841 580095 1087938 1113127 1315957 2145125 2253161 627473 649131 1958000 567439 68389 191340 415449 529078 605718 998325 1003588 1182092 1246558 1311582 1629211 1807352 2160386 337774 749124 1917226 1963658 2139275 538215 1536069 1705250 2239313 311565 889545 869430 1717868 360278 427328 569149 590824 778747 787670 842748 847721 1134037 1309499 1404308 1503337 1567825 293806 640178 1263351 166298 20444 68780 110515 156007 197854 250051 372043 441057 462613 494493 518886 533875 657724 685489 753581 787171 787757 810770 823685 836602 862499 1012283 1051041 1051834 1058628 1204075 1213444 1267968 1275261 1303769 1340284 1425243 1490929 1572902 1613009 1639193 2001206 2071330 2089307 2160850 2185666 2203516 24074 25103 36459 40294 42966 55193 69178 75169 75356 82669 109868 122970 128962 129165 138408 164850 167677 178422 179163 188583 217562 222469 224005 243218 275203 282173 294906 330142 341809 348351 367455 375645 389256 393613 396571 400432 402085 413987 415677 419865 424703 433440 441364 530550 548812 561429 563378 569738 596639 600343 602590 607208 618099 636227 645843 662811 666181 701621 707333 716659 739353 742557 761011 767668 768943 778260 782195 791391 809176 836220 836932 837051 838147 839470 844326 860343 873533 878611 878853 914441 916062 947880 951610 991821 1002385 1017616 1028676 1030869 1038114 1040990 1065523 1111248 1114808 1127766 1129545 1130940 1131277 1147447 1149308 1162408 1175552 1221789 1224097 1226103 1232116 1234065 1235117 1236357 1246911 1253687 1254356 1265959 1279252 1291570 1292671 1306853 1314361 1315501 1318932 1330500 1333822 1334503 1334565 1341262 1347683 1355338 1358761 1358815 1389913 1390814 1394715 1401976 1402396 1406810 1412697 1421288 1432571 1441833 1453295 1470552 1473948 1475480 1480374 1484358 1487068 1495079 1503094 1505207 1513936 1514435 1516256 1521193 1575412 1596644 1598603 1600372 1619343 1627327 1645597 1647435 1671418 1674347 1686687 1692285 1704151 1704638 1709669 1715897 1728999 1740617 1767867 1779715 1796849 1805568 1813933 1842680 1842828 1845348 1846507 1868160 1892017 1914211 1923712 1935912 1964990 1978555 1996769 2020050 2020967 2050391 2052277 2060463 2061699 2067435 2069862 2088058 2097673 2107137 2116002 2130152 2133149 2135162 2152937 2169279 2172944 2188615 2188967 2219269 2227977 2233795 2239080 95899 108616 812510 1166498 1493998 2188174 2172928 185529 857434 1844943 47028 52775 77268 145200 151248 153324 241121 248390 313273 322106 372994 374924 375494 380270 434255 478547 479932 493921 511272 520682 542459 601175 605597 640883 683325 732607 745317 824805 847749 885156 918326 933473 1079484 1124696 1169763 1208855 1230662 1281589 1296398 1336245 1368392 1373323 1374577 1426341 1559958 1605108 1617887 1618867 1634096 1637203 1696592 1705023 1709794 1743955 1748110 1791611 1871885 1930652 1961041 1973900 1976657 1988643 2010142 2101279 2140444 2144025 2161270 2169998 2187821 2189241 2213984 2223355 2235159 2238930 15471 299391 312517 369796 397455 720336 794747 810900 819589 824229 869813 883792 973193 1058984 1299922 1338645 1360578 1665586 1690254 1874629 2228219 821861 860367 1153819 1268918 1287246 1290673 1376095 139335 264821 411010 913529 1034482 1039736 1044866 1294041 1412366 2033860 571156 981085 1614166 2232203 157653 269210 577846 600193 898876 1247571 1609130 1659666 1669282 1809054 1912963 1993390 2209422 443903 500411 1754410 2054919 2507 50011 82789 102768 136767 138526 160532 161497 169774 178497 209987 251879 258012 267444 292208 300323 317855 327692 341776 366499 391835 418934 427091 429669 433613 440944 443598 449667 452096 464497 468963 487867 491228 515706 529900 545233 583593 589720 590988 616823 617344 633416 649955 651888 652442 671895 686632 690310 717808 744480 747730 762178 766130 783611 800859 801725 803603 816840 849805 852486 861633 867779 919007 939887 965304 1000445 1057692 1081944 1088098 1106983 1117699 1120846 1131748 1165889 1170435 1173588 1183554 1200622 1212786 1218501 1231449 1231847 1258466 1268197 1309753 1318181 1321344 1324071 1348168 1350211 1369596 1384633 1392908 1409438 1417252 1464112 1471568 1481605 1482854 1488589 1501821 1507925 1537119 1545364 1561133 1561911 1562350 1587177 1588620 1604996 1611534 1618919 1638417 1647084 1689507 1691264 1693618 1737538 1762246 1768979 1792050 1819740 1845523 1874507 1883848 1886009 1905878 1909176 1953648 1971149 1974662 1988335 1998820 2001305 2006004 2025947 2043565 2047193 2069581 2078331 2086146 2092511 2100017 2139295 2170187 2182966 2228319 2243047 2248734 2254072 178136 327786 362297 372836 401485 423069 566388 629576 655318 733638 757830 801400 1079496 1224720 2148216 222631 228600 434161 446774 520007 805860 1032043 1328475 1598298 944768 1095626 1157610 1272277 1457884 1639061 1822770 2014129 19294 25304 85184 295041 417586 493623 558232 697076 699144 733374 1283236 1330055 1477509 1564558 1782482 2031585 2126038 2221713
426,762357 1591324 1755057 2114604 212235 1620205 1886966 1513874 581263 1020664 1200538 1619181 2131795 608753 703799 885676 1397733 1474160 1715768 1743931 1506113 92584 1525094 1220376 1309402 733468 841427 1522781 37257 284639 643226 1738852 873 174625 1896437 1425521
1861,59550 1048827 282043 1059590 1818633 528639 922192 124595
10212,49767 173546 1114250 1763581 290814 275419 414184 1155164 1495359 1576383 1723109 1830188 1888199 2017320 2148031 694244 711071 719916 1907454 681072 792369 824163 1753895 1443210 24013 199989 509790 551557 131299 213826 1274721 1409670 2108310 736670 1279152 195044 656535
10275,368138 2029275 300441 876311 871240 389312 358576 1979860 995222 2161376 2192149
11496,248838 511060 973637 1492999 1743639 1872494 220745 310992 382531 395701 1272569 1762778 1885728 1104541 1202424
18188,1596936 389381 661470 552709 932834 1449121 2143863 580096 1792343 137079 139332 157235 197565 241280 517152 710443 735641 763814 804483 837759 888761 909867 925232 986581 1107957 1161740 1221739 1370016 1545848 1625524 1678146 1835169 1908236 1932598 1940154 1957616 2045142 2166077 2174825 2179721 2235164 1094311 573569 913351 2085225 474495 813760 1794090 1667384 201934 1572736 1478315
24084,709938 1001700 540977 855848 1189579 1255955 1295125 2109321 1869397 264073 740629 742130 755602 798065 881167 985112 1016070 1265218 1995821 1019835 1231769 948819 333881 878697 1293911 1382971 83119 508776 577751 1036778 1631641 1884939 387864 1738102 2110768 159070 485673 1125171 1373575 1627503 921770 1921831 1956573 2088513 1033339 885251 682071
24742,51173 93774 368006 1027260 1048305 1245729 1781937 1913487 1983432 2044666 418161 1208535 1479666 130342 1878416 16442 415681 1913043 554197 1212339 721790 1252386 1401091 306589 2089832 2096774 2169048 2254334 71659
25416,1610983 1622407 813039 1099694 869152 866186 1818437 1919301 1966318 2185606 1227405 1828331 1847725 1854342 2225397 757899 867114 892088 941767 1196882 1370261 1474602 1416605 1825773 811814 812580 61971 1577492 1613422 12388 93999 169683 181977 232439 284666 305286 329902 374185 605987 670347 814588 930472 1360551 1400136 1462076 1485594 1610714 1614447 1687437 1797025 1895909 2134084 2138119 2160345 2247877 12812 790443 1451082 2001332 460139 519560 742067 927390 1076709 1237729 1447022 1587465 1596121 2192042 1168453 360572 558147 1067880 84140 424415 686511 1503965 680237 1676941 1826301 1104862
28219,109827 5770 83820 623567 680300 1025108 1422005 1652378 1680681 1220941 1325050 1399749 1835483 1955611 330872 167565 1144676 1931375 627675 774485 1588027 1791923 586226 602134 631751 1456144 1890179 68017 780897 383133 1464976 2060242 1706816 1703055 5120 82050 303593 335385 897275 1116196 1150031 1902112 2184495 647888 1078812 1084963 1696145 186104 401615 654955 660242 665753 1594284 1637736 1852837 2247914 333598 1862163 128718 447407 487655 1481346 1581445 1731420
29128,1174507 1769412 110647 315629 601667 2095139 618851 642811 921604 1137717 2178958 657946 703337 1860108 2196786 223276 1380889 1927641 1635071 1235232 804653 648074 1668715
34494,91967 560590 1206531 846983 712201 1063907 1524512 803164 968173 1076624 259341 353064 462095 809480 1014168 472573 1006766 2047860 1719679 1096538 629989 728621 549068 1784487 997090 1397825 1750762 1910875 159091 1116725 1356744 1320542 1536613 804003 707534
34496,62917 266856 888479 2130364 1429443 1359075 1638932 1363327 2169307 2253773 858967 632352 161413
36062,12362 52206 82450 88304 100084 100193 105792 111433 231435 239616 253150 274016 280324 318438 384055 400327 448872 461765 471502 581437 605243 611971 646637 704914 822364 869744 870955 910628 914058 916143 921400 924384 946260 972530 1037188 1051950 1070290 1096144 1148170 1150479 1152288 1225907 1227183 1257199 1314077 1393734 1411362 1475139 1481448 1488418 1528118 1579310 1627429 1644154 1658764 1755021 1760287 1765448 1791107 1809858 1894316 1895803 1938337 1958799 1975276 2030363 2084437 2120779 2129732 2166942 2251014 2254989 1205019 1346661 96930 1895472 2257551 292891 1007492 1168546 1374008 1135619 710159 1053515 1520105 1098015 1884507 57030 183182 939209 993804 1033927 1291513 1425834 1696591 1985804 2169470 2218065 319858 394413 630759 667744 709071 838367 957237 1065957 1178094 1293320 1296714 1465493 1501169 1566501 1765108 1805494 1994278 2009413 2143817 2258994 100646 1229421 1488609 1302514 169846 691018 741657 830033 838672 881018 899789 1107923 1260867 1537633 1561450 1561467 1770228 1975664 2011689 2179156 2243971 2257205
39768,5505 8641 28045 93488 115843 154803 156198 162121 200508 206613 216047 312197 367476 405042 423743 429315 432897 523900 539687 547614 551615 556341 589984 758183 766030 783061 818472 825836 871837 872311 885347 918619 947393 958934 1036289 1102370 1123455 1219316 1229328 1240968 1367227 1382763 1399457 1406329 1428199 1430807 1494469 1502430 1527646 1559005 1592066 1595095 1730752 1751703 1771946 1845192 1942840 1975573 2112139 2126402 2126514 2139326 2175268 2182654 2185775 2236084 1069237 1124811 1347552 1396244 1884083 2059764 553353 1802369 1859302 68023 511397 1156204 1195190 1937541 1489965 370220 648483 452266 618452 711258 879373 1114602 1466535 1498743 217454 494957 1972254 2208909 223129 322704 1902374 2106793 2232604 922526 1984723 155087 331742 385658 710951 730365 928356 1061105 1235441 1245793 1289447 1628319 1754413 2050669 1133985 1157824 1466741 100673 1285995 1762264 1974886
39798,18672 376339 519981 666223 1075626 1472026 1885187 1892653 1906933 2056173 2087449 2139329 1581995 2246046 1372592 1785282 2153956 544441 594947 729457 854512 1122961 1288620 1380258 1788489 1929774 1994858 2196869 374468 510673 1610722 115064 530891 729571 1054247 1503521 2052980 2104288
40047,188576 324681 709733 847322 848122 1012865 1116160 1133541 1141560 1152800 1738143 1914286 2039247 2101374 1045548 1099951 1815196 2171272 945776 238939 1289425 1530502 2115497 2230154 42018 258552 355196 788435 1337919 627854
41009,199656 336248 643702 656419 915032 1308254 1573546 1592115 1934756 2034501 2124527 2228833 84587 1474631 1956351 1819448 261035 1138474 1258284 1492021 1503866 1698249 56140 246701 330114 1531457 2038704 2097253 926841 114875 376081 428606 863425 1029758 1225680 1375484 1862142 637278 644357 1994425 2080354 2234486 827041 1839925 1398925 2058482 2181493 129720 2026989 1357171 253685 253685 1176104
42126,347427 1220955 785820 386358 776187 1933559 1173255 660979 791236
43172,1155926 1508621 2177399 1296109 1930617 537652 1266800 1521830 127095 356658 406620 433659 814654 1217745 1247158 1849015 1876696 566072
45187,1409696 2202633 1831888 443914 1130150 1725516 1725516 2041981
45333,727364 1378776 1679112 940748 745629 1232699 2138460 807868 200484 1813947 1400665 1878978
46066,45403 85243 191453 407548 416649 586968 617071 634692 676015 721900 903284 946806 1082619 1157255 1197910 1282427 1283775 1365765 1434510 1846156 1863185 1897513 2041368 2094390 2095007 2110965 2109319 1224625 1902541 1984071 183262 976074 1782570 394747 29428 159023 804918 897475 1551780 1589028 1949698 1872215 2054486 12403 202418 464803 364532 399845 720189 737082 741938 1674171 1723942 2158522 395019 1292754 1966185 812130 1515709 1538056 1966819
47017,15104 358766 1418396 1562660 195544 162975 617674 795668 857876 1097677 1185300 1436180 1690779 1298547 539979 1034309 1224717 1656243 1965004 560441 148837 205691 309280 382268 545532 669425 802514 877613 904968 1354570 1419410 1631163 1126668 1438593 1481131 825353 31966 2100989 2136502 259806 327016 1534759 896957 479980 974997 1582820 1920929 2067876 2248479 230362 20013 1314999 1459573 1601840 456193 855071 1180297 2091331 1162111 2250379 1587962 1945466 1946327 280536 564997 1288246 68419 299094 469963 1723413 2069505 796552 917714 1450841 1848939 2012471 2012652 962323 73200 1923559 817043 1142699 1307395 1697978 1991326 1312807 1548256 2008934 1996632 249794 974717 1984291 5900 93065 616979 2199293 1554996 747635 909199 113469 702336 1132453 143535 372684 402449 810860 959709 1174459 1235731 1523202 1882724 1054552 1207842 1313701 1456402 26035 99719 361131 367143 439107 977325 1184789 1633627 2117035 842662 75376 185854 659438 760332 1659842 2246471
47369,29415 32850 99953 102351 251616 340409 356551 380110 510797 516439 689535 705880 719123 1005133 1060942 1140341 1235766 1282435 1689876 1863871 1919654 1985178 1988509 2237791 201550 212672 231443 249881 263697 393938 420376 557516 589471 615483 639550 662139 693443 718459 758878 773117 955542 1042370 1123071 1189910 1242911 1268774 1426151 1457310 1541654 1621548 1637719 1710955 1716677 1760521 1880847 2036384 2090318 2209103 2220329 528316 1373174 2090394 1572703 1633959 23054 35421 111913 310610 479323 522373 545837 633033 701899 1023331 1094852 1374442 1613458 1668248 1850227 2019794 2156115 2189979 194000 495181 539078 983165 1273895 1743926 2225991 39650 213374 291513 496133 688618 1056758 1324833 1466503 1538867 1575310 1761571 1840637 1892530 2173810
48271,633157 1430366 108702 382740 1223261 70394 838948 2119206 426043 429059 558586 964690 1098132 1128220 1378037 1960316 2058100 2222204 1065 76832 174021 314113 346168 849724 981546 1105665 1460581 1697158 1725338 1990256 2088176 347377 391938 449905 881430 1459669 1641627 1735840 2021983 2189727 2221247 2235685 2236330 1284336 313931 313931
49667,3783 12067 13345 16133 20748 21119 27735 28726 37246 44527 54715 80699 82169 86102 97909 97909 136623 148431 180518 184841 204997 232283 234361 238780 245054 250485 260137 261075 262895 264980 312405 327468 337864 359504 364105 376388 377178 397780 409809 419798 454790 466705 470373 509973 517713 525632 533190 540959 561424 585760 639206 647417 654185 665274 680091 719846 721843 730982 747534 760670 809433 809959 816501 818206 865125 875977 877931 890238 893588 900707 908541 912990 923212 929116 929825 936204 945082 972086 977869 980555 980847 982785 997624 1000333 1010505 1023691 1042525 1047858 1069444 1072787 1093688 1095604 1111728 1120884 1132114 1136275 1139304 1146818 1168107 1185950 1196826 1199173 1210045 1229525 1231121 1250513 1252479 1261390 1292873 1302330 1342355 1361498 1368947 1374938 1376818 1383421 1394357 1405986 1414100 1415837 1420963 1427066 1431544 1441793 1465919 1473525 1483691 1504815 1506605 1513802 1515523 1519809 1529230 1535917 1548339 1563584 1568542 1596002 1609920 1620473 1631232 1632161 1632830 1699309 1701999 1720149 1720255 1723026 1724960 1735677 1745252 1763689 1765050 1777208 1792259 1793141 1795964 1799617 1811349 1822721 1845901 1855325 1890896 1901108 1922507 1926287 1934227 1946799 1958227 1960578 1967976 1969981 2000546 2003564 2010532 2028427 2035256 2041399 2050315 2073712 2082191 2084082 2118385 2123826 2149537 2152849 2185612 2193064 2199700 2223491 2223838 2223852 2251494 2256552 47495 1061980 1772048 2114734 2209437 1263653 31206 1604684 1701744 1602149 1961403 1989884 2018304 2077016 1984205 83808 1701639 471452 485536 1715966 814729 1104001
53232,134973 1006823 52499 416698 550927 846279 1069844 1308604 1708545 2182817 2220600
53546,635509 1749472 342925 1089891 1519018
54193,336330 115335 1182759 1339451 1702804 1822971 1049892 1827457 1525884 1887993 1218785 1261998 361759 1775232
55472,11202 17361 92650 134697 138434 156996 200918 232138 288430 308175 335561 354173 368327 393454 453139 454243 544846 559776 587588 738880 776599 786870 803104 835997 837360 897505 920824 963163 975433 981661 1060266 1078971 1123073 1134653 1188759 1241629 1317519 1349412 1352228 1355808 1366664 1367497 1399406 1428205 1477393 1515044 1517046 1525050 1533072 1602426 1676979 1697554 1698561 1748387 1772803 1815125 1826645 1956071 1995332 2038399 2072329 2155857 2209704 2228030 1641150 1673413 469743 776897 1842035 422799 1682789 622834 1380118 1425956 1652756
57198,146027 206158 305458 921204 934805 1392869 1690790 1972414 766207
57451,746153 631315 385955 1766217 1869921 2042411 478614
58609,287053 324523 514374 567989 815857 395704 932459 423179 864324 2032251 640834 1273038 2021144
61064,551160 1041639 1074858 279685 746800 2130760 496566 1956780 1772074 143951 1148629 134307 565961 959130 1034842 1465557 1675975 2050000 2091214 2184630 984038 584130 755182 1295843 1502263 2075002
62984,1233619 1425746 1542763 2062401 7694 62138 77274 130112 165351 204531 316282 332587 418242 432850 436903 526406 589321 614191 621653 673684 708274 875518 999211 1009242 1063899 1127084 1210726 1258404 1291998 1309805 1348410 1354952 1408384 1571576 1653130 1699311 1804732 1883810 1926166 2034939 2058602 2081382 2081944 2147903 65501 323767 358853 567888 644802 938884 1304305 1345739 1423808 1514879 1542586 1610740 1848846 1917068 2248521 752081 15533 17240 22245 36575 169894 210299 272790 427191 452986 615926 628586 629173 794620 901384 978906 1140592 1168906 1171898 1290378 1330683 1457155 1490095 1494324 1623697 1650258 1689537 1835622 1988262 2123749 2237096 995755 1401535 2232688 1100907 2151004 107189 135533
63141,214528 1218037
68442,1425866 210286 810278 1282045 1569877 2122432 2055801 274626 1082885 1753187 1996627 1254384 1373192 1140750 1141983
68676,618179 1312214 1350933 1722176 1993375 51213 291538 830317 902644 964232 1075218 1281657 1725673 1792647 1886912 2032555 2036999 193345 1610168 380874 909594 972354 1114460 2076665 14131 17667 24020 138789 142728 168632 261358 351826 365443 417384 432673 503988 553983 863629 956984 1085231 1138260 1277972 1379587 1439865 1454358 1458433 1462079 1553313 1610440 1634808 1778680 1938143 1947185 1949905 2037325 1067040 191887 209825 249506 288177 298942 417263 659146 862059 903054 1027652 1051482 1091672 1163164 1356243 1773881 1914015 2075553 2108397 2241982 304338 2135789 204838 647855 862902 1575126 1723232 1913430 678942 2175732 1038427 343942 1806838 2004095 42108 656382 987485 1668336 304379 326702 589390 640358 856597 943292 1007384 1094801 1178489 1232019 1267117 1552459 1867247 1905456 2034893
70311,594914 1387164 1572872 1597169 1789018 1844708 2193762 278945 1900560 634915
71221,299530 1257102 1906331 1054673 649826 665014 1708272 1888630 1181738 2146545 1489276
72384,69982 525382 715676 904269 1370074 1564994 1649373 2019615 2193796 885239 982810 1037542 1178398 1756658 2002545 923067 2224260 28190 1121350 2097228 339600 300244 86576 435782 2244968 2257331 2228003 1377948
74859,179245 1044426 1486393 1819639 1909010 875731 249005 488107 488107 488107 852203 1485533 1762955 1775592 1775592 1775592 1887843 1947409 2028109 245139 1879774 2172540 710454 1261356 2221657 524562 592046 687725 909362 1044183 1371642 1489831 1428726 1203866 1979144 1625277 2032968 618621 230589 946604 946604 2127249 878446 1835988 1835988
