AuthorId,PaperIds
55,599636 949475 1598529 144775 1389430 1315957 1705250 2239313 1258087 1087938 1113127 749124 337774 1963658 2139275 580095 2145125 2253161 507841 1917226 869430 400429 1536069 538215 293806 640178 1263351 166298 1717868 341916 2242701 360533 368324 674836 855331 1006063 803603 1169763 732607 609556 145200 153324 933473 1634096 380270 1208855 2235159 151248 375494 478547 520682 885156 1426341 1791611 847068 2149929 1200417 360278 427328 569149 590824 778747 787670 842748 847721 1134037 1309499 1404308 1503337 1567825 283152 285210 501918 1068666 1420910 2172928 862499 1613009 374924 1296398 1561133 2047193 1743955 462613 627473 652442 836602 852486 1267968 1572902 1639193 1958000 82789 649131 1588620 1988335 2078331 567439 849805 1173588 1604996 2221713 391076 434255 479932 683325 824805 1696592 2144025 2189241 24074 25103 36459 40294 42966 55193 68389 69178 75169 75356 82669 109868 122970 128962 129165 138408 164850 167677 178422 179163 188583 191340 217562 222469 224005 243218 275203 282173 294906 330142 341809 348351 367455 375645 389256 393613 396571 400432 402085 413987 415449 415677 419865 424703 433440 441364 529078 530550 548812 561429 563378 569738 596639 600343 602590 605718 607208 618099 636227 645843 662811 666181 701621 707333 716659 739353 742557 761011 767668 768943 778260 782195 791391 809176 836220 836932 837051 838147 839470 844326 860343 873533 878611 878853 914441 916062 947880 951610 991821 998325 1002385 1003588 1017616 1028676 1030869 1038114 1040990 1065523 1111248 1114808 1127766 1129545 1130940 1131277 1147447 1149308 1162408 1175552 1182092 1221789 1224097 1226103 1232116 1234065 1235117 1236357 1246558 1246911 1253687 1254356 1265959 1279252 1291570 1292671 1306853 1311582 1314361 1315501 1318932 1330500 1333822 1334503 1334565 1341262 1347683 1355338 1358761 1358815 1389913 1390814 1394715 1401976 1402396 1406810 1412697 1421288 1432571 1441833 1453295 1470552 1473948 1475480 1480374 1484358 1487068 1495079 1503094 1505207 1513936 1514435 1516256 1521193 1575412 1596644 1598603 1600372 1619343 1627327 1629211 1645597 1647435 1671418 1674347 1686687 1692285 1704151 1704638 1709669 1715897 1728999 1740617 1767867 1779715 1796849 1805568 1807352 1813933 1842680 1842828 1845348 1846507 1868160 1892017 1914211 1923712 1935912 1964990 1978555 1996769 2020050 2020967 2050391 2052277 2060463 2061699 2067435 2069862 2088058 2097673 2107137 2116002 2130152 2133149 2135162 2152937 2160386 2169279 2172944 2188615 2188967 2219269 2227977 2233795 2239080 1693618 429669 1309753 1368392 1905878 2001305 857434 372994 1200622 185529 1844943 464497 1409438 1819740 1157610 1457884 545233 1369596 20444 810770 823685 1058628 1425243 2160850 2203516 766130 1638417 898876 1231847 1183554 1564558 1768979 52775 25304 85184 717808 156007 1275261 2071330 1230662 1340284 2170187 161497 1762246 68780 110515 197854 250051 372043 441057 443903 494493 500411 518886 601175 657724 685489 787171 787757 1012283 1051041 1204075 1213444 1490929 1782482 2031585 440944 605597 1079484 1088098 1618919 1871885 1961041 1976657 2010142 2043565 2069581 2086146 918326 1051834 1909176 2001206 2089307 2185666 1614166 47028 313273 1281589 1705023 1482854 1392908 50011 138526 169774 209987 267444 292208 295041 311565 317855 366499 417586 491228 493921 533875 697076 744480 753581 762178 847749 861633 965304 1106983 1124696 1170435 1283236 1303769 1330055 1350211 1374577 1384633 1417252 1471568 1477509 1561911 1562350 1598298 1637203 1647084 1689507 1709794 1737538 1998820 2092511 2126038 2161270 2182966 2223355 2228319 2243047 1057692 640883 327692 427091 617344 1545364 1974662 571156 981085 2232203 248390 327786 372836 542459 566388 733638 1000445 1079496 1081944 1224720 1321344 1336245 1748110 1792050 1973900 2140444 2033860 19294 160532 222631 228600 251879 322106 391835 418934 434161 449667 468963 493623 511272 520007 590988 671895 699144 745317 747730 805860 816840 1032043 1218501 1258466 1373323 1617887 1669282 1691264 1971149 2025947 2101279 2209422 15471 299391 312517 369796 397455 720336 794747 810900 819589 824229 869813 883792 973193 1058984 1299922 1338645 1360578 1665586 1690254 1874629 2228219 300323 401485 583593 1481605 1845523 157653 269210 577846 600193 1247571 1609130 1659666 1809054 1912963 1993390 139335 264821 411010 913529 1034482 1039736 1044866 1294041 1412366 944768 1095626 1272277 1639061 1754410 1822770 2014129 2054919 77268 1618867 2169998 2187821 821861 860367 1153819 1268918 1287246 1290673 1376095 2507 95899 102768 108616 136767 178136 178497 241121 258012 341776 362297 423069 433613 443598 446774 452096 487867 515706 529900 558232 589720 616823 629576 633416 649955 651888 655318 686632 690310 733374 757830 783611 800859 801400 801725 812510 867779 889545 919007 939887 1117699 1120846 1131748 1165889 1166498 1212786 1231449 1268197 1318181 1324071 1328475 1348168 1464112 1488589 1493998 1501821 1507925 1537119 1559958 1587177 1605108 1611534 1874507 1883848 1886009 1930652 1953648 1988643 2006004 2100017 2139295 2148216 2188174 2213984 2238930 2248734 2254072
426,733468 1309402 1619181 581263 608753 1020664 1200538 2131795 1220376 92584 1525094 1506113 703799 885676 1397733 1474160 1715768 1743931 1522781 2114604 1755057 1591324 873 174625 1513874 1896437 762357 841427 37257 212235 284639 643226 1620205 1738852 1886966 1425521
1861,59550 528639 922192 1048827 1059590 1818633 282043 124595
10212,199989 290814 509790 551557 681072 694244 711071 719916 1443210 1907454 24013 824163 792369 1753895 131299 213826 49767 173546 1763581 1274721 1409670 1723109 195044 1576383 1888199 2017320 736670 1279152 414184 1114250 656535 2108310 275419 1495359 2148031 1155164 1830188
10275,2029275 995222 871240 368138 300441 876311 1979860 358576 2161376 2192149 389312
11496,973637 248838 511060 1872494 1492999 1743639 1885728 1272569 395701 1104541 1202424 1762778 220745 310992 382531
18188,552709 932834 580096 1792343 137079 139332 157235 197565 241280 517152 573569 710443 735641 763814 804483 837759 888761 909867 913351 925232 986581 1107957 1161740 1221739 1370016 1449121 1545848 1625524 1678146 1835169 1908236 1932598 1940154 1957616 2045142 2085225 2143863 2166077 2174825 2179721 2235164 389381 661470 1596936 474495 813760 1794090 1667384 1478315 1094311 201934 1572736
24084,387864 742130 755602 985112 1995821 264073 740629 709938 881167 1001700 1738102 1016070 1869397 1036778 1373575 1631641 1884939 2110768 577751 885251 485673 1627503 948819 1033339 159070 1125171 1255955 798065 1189579 2109321 1019835 540977 83119 508776 682071 855848 1295125 1265218 333881 878697 1293911 1382971 2088513 1231769 1921831 921770 1956573
24742,51173 418161 1781937 1245729 1479666 1983432 368006 1208535 1913043 721790 1252386 1401091 16442 71659 415681 1048305 2254334 130342 1878416 554197 2044666 1212339 1913487 93774 306589 1027260 2089832 2096774 2169048
25416,360572 460139 519560 558147 742067 927390 1067880 1076709 1237729 1416605 1447022 1587465 1596121 2192042 790443 1610983 1622407 1825773 61971 757899 867114 869152 892088 941767 1196882 1370261 1474602 12812 813039 1854342 1847725 2225397 1099694 1227405 1828331 1168453 1577492 1613422 1451082 2001332 12388 84140 93999 169683 181977 232439 284666 305286 329902 374185 424415 605987 670347 686511 814588 930472 1360551 1400136 1462076 1485594 1503965 1610714 1614447 1687437 1797025 1895909 2134084 2138119 2160345 2247877 1818437 1919301 1966318 2185606 680237 811814 812580 1104862 866186 1676941 1826301
