AuthorId,PaperIds
55,68389 191340 283152 311565 529078 605718 627473 674836 855331 1182092 1311582 1629211 2160386 889545 360533 368324 1006063 2242701 285210 341916 391076 567439 649131 847068 1068666 1246558 1420910 1807352 1958000 2149929 415449 1003588 609556 1200417 501918 998325 1598529 1263351 949475 293806 933473 1087938 145200 2253161 1113127 153324 1634096 862499 1267968 1572902 1613009 151248 375494 462613 836602 1639193 640178 803603 1743955 538215 2145125 507841 520682 1426341 652442 852486 618099 878611 947880 478547 1791611 1169763 1717868 599636 75169 402085 767668 878853 1131277 1254356 1598603 1692285 2088058 2233795 530550 167677 222469 1111248 1306853 1516256 2069862 2188967 885156 1561133 2047193 607208 645843 837051 1846507 1964990 2219269 360278 479932 590824 778747 842748 1309499 1503337 732607 2172928 580095 749124 2239313 178422 330142 561429 1318932 1495079 1935912 427328 787670 1567825 1536069 1917226 166298 380270 1208855 2235159 185529 122970 1226103 1232116 1963658 400429 1258087 1404308 144775 138408 164850 716659 778260 838147 1147447 1162408 1842680 2060463 375645 1473948 1596644 1705250 1715897 179163 348351 1291570 1394715 1779715 569738 1709669 849805 857434 294906 1315501 1627327 1230662 69178 396571 600343 1236357 1647435 24074 40294 42966 55193 75356 82669 109868 128962 217562 243218 275203 282173 341809 367455 389256 393613 400432 415677 433440 548812 602590 666181 701621 707333 739353 742557 761011 768943 782195 791391 809176 836220 836932 844326 869430 873533 914441 916062 951610 1017616 1028676 1030869 1038114 1127766 1149308 1175552 1221789 1246911 1253687 1265959 1279252 1292671 1330500 1333822 1334503 1334565 1341262 1347683 1358761 1358815 1389913 1401976 1402396 1406810 1412697 1432571 1453295 1475480 1480374 1487068 1503094 1505207 1513936 1514435 1521193 1600372 1645597 1671418 1686687 1704638 1728999 1767867 1805568 1842828 1845348 1868160 1914211 1923712 1996769 2020050 2020967 2052277 2097673 2116002 2130152 2133149 2135162 2169279 2172944 2188615 2227977 2239080 1844943 563378 636227 1892017 2067435 824805 1696592 224005 337774 1065523 1130940 1390814 1575412 2061699 2139275 1389430 413987 424703 434255 744480 683325 2189241 1114808 569149 258012 419865 1040990 1314361 1421288 1470552 1674347 1704151 82789 2078331 577846 600193 1247571 1609130 341776 847721 1134037 1874507 1275261 2006004 511272 102768 1120846 2254072 327786 824229 1224720 1690254 2031585 867779 869813 1874629 2238930 1290673 2144025 47028 487867 640883 1315957 1501821 1044866 2139295 139335 1183554 1909176 427091 753581 95899 313273 317855 372994 446774 812510 1166498 1281589 1493998 2188174 25103 36459 129165 188583 441364 596639 662811 839470 860343 991821 1002385 1129545 1224097 1234065 1235117 1355338 1441833 1484358 1619343 1740617 1796849 1813933 1978555 2050391 2107137 2152937 2069581 1058628 1058984 823685 299391 372836 2033860 629576 617344 649955 269210 411010 443598 443903 452096 500411 762178 816840 913529 1039736 1088098 1117699 1324071 1350211 1412366 1481605 1665586 1705023 1782482 1988335 2182966 2209422 50011 1303769 2228319 1299922 1157610 1348168 1376095 1457884 1768979 1953648 1545364 20444 52775 589720 690310 1095626 1488589 1618919 2043565 2086146 2169998 15471 138526 295041 312517 322106 327692 397455 418934 423069 449667 468963 529900 590988 747730 757830 783611 800859 810770 883792 944768 965304 973193 1032043 1106983 1124696 1283236 1338645 1417252 1477509 1507925 1562350 1588620 1604996 1618867 1639061 1647084 1659666 1691264 1819740 1993390 2001305 2223355 2232203 433613 1905878 267444 1384633 1689507 1998820 2092511 241121 1268918 1318181 1988643 2213984 108616 136767 493921 633416 1294041 1392908 745317 1373323 1614166 85184 366499 2243047 25304 68780 77268 156007 157653 160532 169774 197854 222631 248390 250051 300323 362297 417586 440944 441057 491228 518886 542459 583593 601175 651888 657724 671895 697076 699144 717808 733638 794747 805860 821861 847749 860367 1051041 1057692 1079484 1079496 1131748 1170435 1200622 1231449 1231847 1258466 1272277 1336245 1368392 1374577 1409438 1425243 1464112 1611534 1637203 1669282 1693618 1709794 1809054 1822770 1845523 1883848 1971149 1973900 2014129 2025947 2140444 2160850 2161270 2203516 2221713 292208 533875 1360578 429669 464497 605597 766130 1309753 2507 1000445 1218501 1321344 1792050 2170187 19294 110515 161497 178136 178497 209987 251879 369796 372043 374924 401485 434161 493623 494493 515706 558232 566388 571156 616823 655318 685489 686632 733374 787171 787757 801400 810900 861633 918326 919007 939887 981085 1012283 1034482 1081944 1165889 1173588 1212786 1213444 1268197 1287246 1296398 1328475 1330055 1369596 1471568 1490929 1537119 1559958 1561911 1564558 1587177 1617887 1737538 1748110 1754410 1762246 1871885 1886009 1912963 1930652 1961041 1976657 2010142 2054919 2071330 2100017 2101279 2126038 2148216 2185666 391835 819589 720336 1153819 1482854 228600 264821 520007 545233 801725 898876 1051834 1204075 1340284 1598298 1605108 1638417 1974662 2001206 2089307 2187821 2228219 2248734
426,1513874 1620205 1886966 212235 1591324 762357 1755057 2114604 174625 1474160 1896437 703799 1397733 1220376 1715768 1743931 873 885676 1309402 92584 37257 284639 581263 643226 1020664 1200538 1738852 2131795 733468 1619181 1522781 1506113 1525094 841427 608753 1425521
1861,59550 282043 1059590 1818633 528639 922192 1048827 124595
10212,49767 414184 1155164 1576383 1723109 1763581 1830188 1888199 2017320 1495359 1114250 275419 2148031 173546 681072 719916 213826 195044 694244 1753895 1907454 2108310 736670 1279152 1274721 1409670 824163 199989 656535 711071 290814 24013 792369 1443210 551557 509790 131299
10275,300441 876311 368138 2029275 389312 995222 871240 1979860 358576 2161376 2192149
11496,220745 310992 382531 1762778 395701 248838 1272569 511060 1492999 973637 1872494 1202424 1743639 1104541 1885728
18188,1596936 389381 661470 1792343 580096 1908236 197565 2235164 1625524 804483 1545848 1667384 157235 710443 837759 888761 1940154 1957616 1107957 1932598 517152 909867 1161740 1370016 2045142 2166077 2179721 1094311 137079 241280 735641 925232 1221739 1678146 1835169 2174825 2085225 573569 1572736 201934 139332 763814 913351 986581 474495 932834 552709 1478315 813760 1449121 2143863 1794090
24084,798065 855848 878697 1019835 1189579 1255955 1293911 1295125 2088513 2109321 333881 540977 921770 1231769 1265218 1382971 1921831 1956573 83119 508776 1995821 985112 1016070 1738102 755602 264073 740629 881167 742130 709938 1001700 577751 1627503 1884939 159070 1125171 1631641 885251 1033339 1036778 1869397 948819 387864 682071 485673 1373575 2110768
24742,1027260 2044666 1913487 93774 1048305 1208535 51173 2169048 2089832 418161 1781937 306589 130342 1479666 1878416 415681 554197 1245729 71659 1913043 1983432 16442 1212339 368006 2096774 721790 1401091 1252386 2254334
25416,811814 1818437 812580 670347 2247877 866186 930472 1400136 1614447 12388 93999 169683 181977 284666 329902 1485594 1687437 1797025 1895909 2134084 2138119 1360551 814588 1462076 232439 374185 1610714 305286 1919301 1966318 2185606 2160345 605987 1474602 1610983 1622407 813039 1854342 1099694 892088 1227405 2001332 790443 84140 1370261 1613422 61971 742067 1196882 1596121 1847725 2225397 1577492 686511 1416605 1451082 1503965 927390 1237729 867114 2192042 12812 460139 757899 869152 941767 1076709 1168453 1447022 1587465 1828331 519560 558147 1676941 1826301 1067880 360572 424415 1825773 1104862 680237
