AuthorId,PaperIds
55,599636 949475 1389430 1598529 400429 283152 285210 501918 609556 847068 1068666 1200417 1420910 2149929 507841 580095 749124 1087938 1113127 1258087 2145125 2253161 144775 360533 368324 674836 855331 1006063 627473 649131 1958000 567439 1917226 337774 1705250 1963658 2139275 2239313 538215 1315957 311565 68389 191340 415449 529078 605718 998325 1003588 1182092 1246558 1311582 1629211 1807352 2160386 391076 869430 341916 2242701 1536069 889545 1717868 293806 640178 1263351 1230662 1561133 2047193 360278 427328 569149 590824 778747 787670 842748 847721 1134037 1309499 1404308 1503337 1567825 166298 462613 836602 849805 862499 1267968 1572902 1613009 1639193 24074 25103 36459 40294 42966 55193 69178 75169 75356 82669 109868 122970 128962 129165 138408 164850 167677 178422 179163 188583 217562 222469 224005 243218 275203 282173 294906 330142 341809 348351 367455 375645 389256 393613 396571 400432 402085 413987 415677 419865 424703 433440 441364 530550 548812 561429 563378 569738 596639 600343 602590 607208 618099 636227 645843 662811 666181 701621 707333 716659 739353 742557 761011 767668 768943 778260 782195 791391 809176 836220 836932 837051 838147 839470 844326 860343 873533 878611 878853 914441 916062 947880 951610 991821 1002385 1017616 1028676 1030869 1038114 1040990 1065523 1111248 1114808 1127766 1129545 1130940 1131277 1147447 1149308 1162408 1175552 1221789 1224097 1226103 1232116 1234065 1235117 1236357 1246911 1253687 1254356 1265959 1279252 1291570 1292671 1306853 1314361 1315501 1318932 1330500 1333822 1334503 1334565 1341262 1347683 1355338 1358761 1358815 1389913 1390814 1394715 1401976 1402396 1406810 1412697 1421288 1432571 1441833 1453295 1470552 1473948 1475480 1480374 1484358 1487068 1495079 1503094 1505207 1513936 1514435 1516256 1521193 1575412 1596644 1598603 1600372 1619343 1627327 1645597 1647435 1671418 1674347 1686687 1692285 1704151 1704638 1709669 1715897 1728999 1740617 1767867 1779715 1796849 1805568 1813933 1842680 1842828 1845348 1846507 1868160 1892017 1914211 1923712 1935912 1964990 1978555 1996769 2020050 2020967 2050391 2052277 2060463 2061699 2067435 2069862 2088058 2097673 2107137 2116002 2130152 2133149 2135162 2152937 2169279 2172944 2188615 2188967 2219269 2227977 2233795 2239080 185529 1844943 857434 434255 479932 683325 824805 860367 1696592 2144025 2189241 82789 145200 151248 153324 241121 372994 375494 380270 478547 520682 652442 699144 732607 745317 803603 847749 852486 885156 933473 1124696 1169763 1208855 1373323 1374577 1426341 1559958 1634096 1637203 1743955 1782482 1791611 1988643 2078331 2172928 2213984 2223355 2235159 2238930 77268 222631 228600 434161 446774 520007 805860 1032043 1328475 1598298 1618867 2169998 2187821 327786 372836 733638 821861 1079496 1153819 1224720 1268918 1287246 1290673 1376095 157653 269210 577846 600193 1247571 1609130 1659666 1809054 1912963 1993390 15471 299391 312517 369796 397455 720336 794747 810900 819589 824229 869813 883792 973193 1058984 1299922 1338645 1360578 1665586 1690254 1874629 2228219 139335 264821 411010 913529 1034482 1039736 1044866 1294041 1412366 2033860 443903 500411 944768 1095626 1157610 1272277 1457884 1564558 1639061 1754410 1822770 2014129 2054919 327692 427091 617344 1545364 1909176 2507 19294 20444 25304 47028 50011 52775 68780 85184 95899 102768 108616 110515 136767 138526 156007 160532 161497 169774 178136 178497 197854 209987 248390 250051 251879 258012 267444 292208 295041 300323 313273 317855 322106 341776 362297 366499 372043 374924 391835 401485 417586 418934 423069 429669 433613 440944 441057 443598 449667 452096 464497 468963 487867 491228 493623 493921 494493 511272 515706 518886 529900 533875 542459 545233 558232 566388 571156 583593 589720 590988 601175 605597 616823 629576 633416 640883 649955 651888 655318 657724 671895 685489 686632 690310 697076 717808 733374 744480 747730 753581 757830 762178 766130 783611 787171 787757 800859 801400 801725 810770 812510 816840 823685 861633 867779 898876 918326 919007 939887 965304 981085 1000445 1012283 1051041 1051834 1057692 1058628 1079484 1081944 1088098 1106983 1117699 1120846 1131748 1165889 1166498 1170435 1173588 1183554 1200622 1204075 1212786 1213444 1218501 1231449 1231847 1258466 1268197 1275261 1281589 1283236 1296398 1303769 1309753 1318181 1321344 1324071 1330055 1336245 1340284 1348168 1350211 1368392 1369596 1384633 1392908 1409438 1417252 1425243 1464112 1471568 1477509 1481605 1482854 1488589 1490929 1493998 1501821 1507925 1537119 1561911 1562350 1587177 1588620 1604996 1605108 1611534 1614166 1617887 1618919 1638417 1647084 1669282 1689507 1691264 1693618 1705023 1709794 1737538 1748110 1762246 1768979 1792050 1819740 1845523 1871885 1874507 1883848 1886009 1905878 1930652 1953648 1961041 1971149 1973900 1974662 1976657 1988335 1998820 2001206 2001305 2006004 2010142 2025947 2031585 2043565 2069581 2071330 2086146 2089307 2092511 2100017 2101279 2126038 2139295 2140444 2148216 2160850 2161270 2170187 2182966 2185666 2188174 2203516 2209422 2221713 2228319 2232203 2243047 2248734 2254072
426,762357 1755057 2114604 1591324 1513874 212235 1620205 1886966 1220376 703799 885676 1397733 1474160 1715768 1743931 1506113 733468 1309402 92584 1525094 1619181 581263 1020664 1200538 2131795 608753 37257 284639 643226 1738852 1522781 841427 1425521 873 174625 1896437
1861,282043 59550 1059590 1818633 528639 922192 1048827 124595
10212,24013 49767 173546 275419 414184 509790 551557 694244 711071 719916 792369 1114250 1155164 1495359 1576383 1723109 1753895 1763581 1830188 1888199 1907454 2017320 2148031 199989 290814 681072 1443210 131299 824163 213826 1274721 1409670 736670 1279152 195044 656535 2108310
10275,2029275 368138 300441 876311 389312 995222 1979860 358576 871240 2192149 2161376
11496,1743639 1885728 248838 511060 973637 1272569 1492999 1872494 382531 220745 310992 1762778 395701 1202424 1104541
18188,932834 1596936 389381 661470 552709 1449121 2143863 580096 1792343 573569 913351 2085225 137079 139332 157235 197565 241280 517152 710443 735641 763814 804483 837759 888761 909867 925232 986581 1107957 1161740 1221739 1370016 1545848 1625524 1678146 1835169 1908236 1932598 1940154 1957616 2045142 2166077 2174825 2179721 2235164 1094311 1667384 474495 813760 1794090 1478315 201934 1572736
24084,540977 709938 798065 1001700 1019835 1265218 159070 264073 333881 387864 485673 577751 740629 742130 755602 855848 878697 881167 885251 948819 985112 1016070 1033339 1036778 1125171 1189579 1255955 1293911 1295125 1373575 1382971 1627503 1631641 1738102 1869397 1884939 1995821 2109321 2110768 921770 1921831 1956573 2088513 83119 508776 1231769 682071
24742,51173 93774 368006 1027260 1048305 1781937 1913487 1983432 2044666 1245729 418161 1208535 1479666 16442 415681 554197 1212339 1913043 130342 1878416 71659 721790 1252386 1401091 2254334 306589 2089832 2096774 2169048
25416,1610983 1622407 61971 813039 1099694 1227405 1416605 1825773 1828331 1847725 1854342 2225397 12812 757899 867114 892088 941767 1196882 1370261 1168453 1451082 1577492 1613422 2001332 869152 460139 519560 742067 927390 1076709 1237729 1447022 1587465 1596121 2192042 360572 558147 1067880 811814 812580 790443 1474602 1919301 1966318 2185606 866186 12388 93999 169683 181977 232439 284666 305286 329902 374185 605987 670347 814588 930472 1360551 1400136 1462076 1485594 1610714 1614447 1687437 1797025 1895909 2134084 2138119 2160345 2247877 1818437 84140 424415 686511 1503965 680237 1676941 1826301 1104862
