AuthorId,PaperIds
55,1068666 1807352 341916 360533 368324 311565 1182092 855331 1003588 1420910 674836 1958000 605718 1006063 1246558 529078 1629211 2160386 1200417 567439 2242701 68389 191340 415449 609556 283152 649131 391076 627473 1311582 889545 285210 847068 2149929 501918 998325 949475 538215 2145125 2253161 166298 293806 1404308 507841 640178 1263351 1113127 520682 1426341 151248 375494 360278 778747 842748 1503337 144775 2172928 652442 852486 1309499 427328 787670 1567825 1598529 145200 153324 1634096 933473 590824 1561133 2047193 599636 1717868 2239313 803603 179163 348351 1291570 1394715 1779715 1087938 178422 330142 561429 1318932 1495079 1935912 375645 1473948 1596644 1705250 1715897 478547 1791611 167677 222469 1111248 1306853 1516256 2069862 2188967 885156 185529 607208 645843 837051 1846507 1964990 2219269 732607 862499 1613009 75169 402085 767668 878853 1131277 1254356 1598603 1692285 2088058 2233795 1743955 857434 419865 1040990 1314361 1421288 1470552 1674347 1704151 479932 138408 164850 716659 778260 838147 1147447 1162408 1842680 2060463 569149 849805 1169763 1536069 1917226 618099 878611 947880 580095 749124 380270 1208855 2235159 1267968 1572902 400429 1258087 847721 1134037 224005 337774 1065523 1130940 1390814 1575412 2061699 2139275 24074 40294 42966 55193 75356 82669 109868 128962 217562 243218 275203 282173 341809 367455 389256 393613 400432 415677 433440 548812 602590 666181 701621 707333 739353 742557 761011 768943 782195 791391 809176 836220 836932 844326 869430 873533 914441 916062 951610 1017616 1028676 1030869 1038114 1127766 1149308 1175552 1221789 1246911 1253687 1265959 1279252 1292671 1330500 1333822 1334503 1334565 1341262 1347683 1358761 1358815 1389913 1401976 1402396 1406810 1412697 1432571 1453295 1475480 1480374 1487068 1503094 1505207 1513936 1514435 1521193 1600372 1645597 1671418 1686687 1704638 1728999 1767867 1805568 1842828 1845348 1868160 1914211 1923712 1996769 2020050 2020967 2052277 2097673 2116002 2130152 2133149 2135162 2169279 2172944 2188615 2227977 2239080 1844943 122970 1226103 1232116 1963658 1696592 1230662 462613 836602 1639193 82789 2078331 1709669 434255 824805 1114808 569738 1389430 563378 636227 1892017 2067435 2144025 2189241 413987 424703 683325 69178 396571 600343 1236357 1647435 1315501 1627327 530550 944768 1268197 1874629 883792 744480 2232203 1281589 783611 2223355 1604996 2031585 446774 1315957 15471 2238930 1639061 819589 1051041 294906 2014129 299391 372994 341776 1782482 823685 397455 372836 1705023 1425243 1689507 2092511 1659666 2069581 312517 1039736 1412366 313273 800859 1287246 2001305 1822770 197854 518886 1124696 369796 2139295 1340284 545233 1044866 1231847 1988643 2213984 161497 1762246 1482854 651888 869813 1737538 1299922 1173588 810900 913529 1637203 1598298 1665586 965304 1417252 267444 1088098 443903 441057 1819740 317855 1974662 511272 558232 824229 1369596 1131748 2209422 2248734 1384633 1559958 25103 36459 129165 188583 441364 596639 662811 839470 860343 991821 1002385 1129545 1224097 1234065 1235117 1355338 1441833 1484358 1619343 1740617 1796849 1813933 1978555 2050391 2107137 2152937 1350211 1507925 2160850 2203516 1058984 1318181 110515 494493 787171 1079484 1809054 1669282 590988 1691264 1079496 1993390 1493998 258012 423069 20444 1231449 50011 745317 1373323 601175 629576 1120846 102768 2254072 1883848 657724 1034482 2043565 160532 452096 1324071 493921 816840 542459 1336245 2140444 157653 156007 847749 1693618 753581 805860 1971149 493623 1296398 649955 2006004 292208 1058628 487867 1328475 566388 251879 2071330 757830 500411 269210 417586 571156 981085 1874507 1501821 1886009 1690254 1617887 2101279 68780 1275261 617344 577846 600193 1247571 1360578 1212786 867779 1609130 918326 108616 801725 1912963 372043 1213444 1490929 1614166 295041 1477509 2221713 697076 434161 327786 1224720 1930652 1294041 1095626 2185666 2148216 401485 2126038 222631 1272277 228600 529900 1792050 1330055 1183554 1057692 616823 178136 322106 85184 1157610 1457884 733638 1709794 2161270 690310 1647084 794747 1290673 762178 2182966 860367 2169998 640883 919007 1562350 1618919 2086146 1321344 2001206 821861 520007 411010 391835 1032043 366499 810770 1368392 787757 1012283 427091 2228319 515706 2170187 52775 671895 1106983 685489 1374577 1564558 1605108 248390 1611534 1754410 2054919 2025947 1338645 2243047 1545364 433613 1561911 1481605 95899 812510 1166498 2188174 1871885 1961041 1976657 2010142 440944 2100017 717808 1165889 1587177 1258466 2033860 443598 374924 264821 1409438 449667 468963 1081944 766130 1618867 138526 1204075 464497 1283236 136767 633416 418934 1768979 733374 429669 1638417 699144 362297 2089307 533875 605597 686632 1464112 1588620 178497 1303769 1309753 1200622 1051834 655318 801400 1748110 2187821 1218501 939887 2228219 209987 1471568 2507 1000445 589720 1488589 1953648 1153819 898876 77268 19294 1268918 300323 583593 1845523 1988335 1348168 47028 861633 720336 973193 1392908 1170435 25304 1905878 241121 327692 1537119 1117699 1909176 250051 1998820 747730 1973900 169774 491228 139335 1376095
426,1591324 1886966 762357 1513874 1620205 1755057 2114604 212235 92584 733468 1619181 1525094 841427 873 885676 1896437 174625 1474160 703799 1397733 1220376 1715768 1743931 1522781 1309402 37257 284639 581263 643226 1020664 1200538 1738852 2131795 1506113 608753 1425521
1861,282043 59550 528639 922192 1059590 1818633 1048827 124595
10212,173546 275419 2148031 414184 1495359 2017320 1888199 1576383 49767 1763581 1155164 1830188 1114250 1723109 824163 1753895 694244 290814 656535 681072 719916 551557 736670 1279152 213826 1907454 195044 1274721 1409670 199989 711071 2108310 792369 1443210 24013 509790 131299
10275,300441 876311 389312 368138 2029275 995222 871240 1979860 358576 2192149 2161376
11496,382531 395701 1762778 310992 220745 1202424 1492999 248838 973637 1272569 511060 1872494 1743639 1104541 1885728
18188,1596936 661470 389381 1792343 580096 201934 1625524 1545848 1667384 804483 157235 1940154 197565 2235164 517152 837759 1908236 137079 925232 2174825 474495 1957616 1094311 913351 909867 1161740 1370016 241280 735641 1835169 2085225 2045142 2166077 1107957 1932598 710443 888761 2179721 1572736 1478315 552709 1221739 1678146 1449121 2143863 573569 1794090 813760 139332 986581 763814 932834
24084,1019835 1265218 798065 540977 1255955 508776 83119 2109321 1921831 855848 1295125 1382971 1231769 1293911 878697 333881 1956573 1189579 2088513 921770 742130 985112 1016070 755602 1738102 1995821 740629 264073 881167 709938 1001700 1869397 1036778 1884939 1631641 577751 1627503 1125171 948819 159070 885251 2110768 1033339 485673 1373575 387864 682071
24742,1913487 1027260 2044666 1048305 93774 130342 1479666 1781937 415681 418161 2089832 1208535 51173 2169048 554197 1878416 1983432 1245729 306589 368006 1212339 1913043 16442 71659 2096774 721790 1401091 1252386 2254334
25416,605987 1966318 2160345 1614447 930472 1400136 1687437 329902 811814 232439 1360551 2185606 1610714 1485594 1895909 305286 12388 284666 2134084 2138119 1797025 93999 1919301 812580 814588 670347 1462076 374185 866186 1818437 2247877 169683 181977 1610983 1622407 1099694 1474602 84140 1370261 1613422 1416605 1503965 1451082 61971 742067 1196882 1596121 1847725 2225397 519560 867114 2192042 813039 1854342 892088 1227405 2001332 1577492 686511 927390 1237729 12812 460139 757899 869152 941767 1076709 1168453 1447022 1587465 1828331 790443 424415 558147 1825773 1067880 1676941 680237 1826301 360572 1104862
28219,1890179 602134 1835483 1144676 586226 631751 627675 1456144 1791923 1588027 774485 167565 1931375 1706816 897275 780897 2184495 68017 2060242 82050 1652378 335385 303593 1116196 1150031 1902112 5120 1464976 1680681 383133 401615 447407 109827 487655 1581445 1852837 1637736 1084963 1594284 654955 5770 128718 1731420 186104 1078812 1422005 2247914 665753 1325050 1481346 660242 1955611 333598 1696145 83820 623567 1025108 647888 1220941 1399749 680300 1703055 330872 1862163
29128,1137717 618851 2196786 2178958 703337 1860108 921604 642811 1927641 1235232 1380889 648074 1769412 110647 223276 1174507 315629 657946 601667 804653 2095139 1635071 1668715
34494,968173 1076624 803164 259341 91967 629989 1063907 1784487 712201 1719679 353064 1206531 846983 560590 1536613 707534 1910875 1397825 728621 1750762 809480 1524512 2047860 1096538 549068 997090 804003 1014168 472573 462095 159091 1320542 1116725 1356744 1006766
34496,2130364 62917 266856 888479 1429443 2169307 1359075 858967 1363327 2253773 1638932 632352 161413
36062,972530 1168546 1037188 1895803 1644154 2030363 384055 704914 105792 318438 869744 822364 292891 12362 1755021 2120779 1096144 1150479 1314077 1809858 581437 111433 100084 274016 946260 1007492 1225907 1411362 1257199 646637 1481448 280324 1374008 916143 1528118 1975276 611971 1579310 605243 231435 1227183 1894316 1627429 1393734 1760287 2254989 1148170 1135619 870955 921400 1895472 461765 899789 88304 1488418 1958799 2084437 710159 1770228 1765448 2257551 838672 253150 2166942 1884507 1302514 1053515 239616 448872 910628 1938337 1658764 100193 169846 691018 741657 830033 1107923 1260867 1537633 1561450 1561467 2011689 2179156 2243971 2257205 1520105 1475139 100646 1791107 96930 1051950 1070290 1205019 1098015 1229421 2169470 1291513 1985804 57030 1425834 2218065 2251014 183182 939209 1346661 993804 1696591 1152288 1033927 881018 1975664 1488609 319858 667744 1465493 838367 1065957 82450 471502 924384 52206 400327 1501169 1994278 394413 1296714 2143817 630759 709071 1293320 2009413 2258994 914058 2129732 1178094 1566501 1765108 1805494 957237
