AuthorId,PaperIds
55,360533 368324 674836 855331 1006063 415449 2160386 283152 627473 1182092 1311582 529078 1629211 341916 1246558 1420910 1807352 68389 191340 605718 1003588 2242701 391076 609556 889545 311565 567439 1068666 1200417 1958000 649131 847068 2149929 285210 998325 501918 1169763 166298 1309499 949475 1717868 618099 878611 947880 590824 167677 222469 1111248 1306853 1516256 2069862 2188967 151248 375494 427328 538215 787670 1113127 1263351 1567825 2145125 640178 360278 778747 842748 1503337 933473 2253161 293806 1404308 75169 402085 767668 878853 1131277 1254356 1598603 1692285 2088058 2233795 2239313 145200 153324 1634096 1598529 2172928 569149 803603 179163 348351 1291570 1394715 1779715 185529 607208 645843 837051 1846507 1964990 2219269 507841 520682 732607 847721 885156 1134037 1426341 530550 138408 164850 716659 778260 838147 1147447 1162408 1842680 2060463 1087938 857434 478547 569738 599636 862499 1613009 1791611 375645 1473948 1596644 1705250 1715897 652442 852486 1561133 2047193 580095 400429 749124 1258087 419865 1040990 1314361 1421288 1470552 1674347 1704151 1536069 1917226 144775 1743955 178422 330142 561429 1318932 1495079 1935912 82789 849805 2078331 224005 337774 1065523 1130940 1390814 1575412 2061699 2139275 122970 1226103 1232116 1963658 1389430 24074 40294 42966 55193 75356 82669 109868 128962 217562 243218 275203 282173 341809 367455 389256 393613 400432 415677 433440 548812 602590 666181 701621 707333 739353 742557 761011 768943 782195 791391 809176 836220 836932 844326 869430 873533 914441 916062 951610 1017616 1028676 1030869 1038114 1127766 1149308 1175552 1221789 1246911 1253687 1265959 1279252 1292671 1330500 1333822 1334503 1334565 1341262 1347683 1358761 1358815 1389913 1401976 1402396 1406810 1412697 1432571 1453295 1475480 1480374 1487068 1503094 1505207 1513936 1514435 1521193 1600372 1645597 1671418 1686687 1704638 1728999 1767867 1805568 1842828 1845348 1868160 1914211 1923712 1996769 2020050 2020967 2052277 2097673 2116002 2130152 2133149 2135162 2169279 2172944 2188615 2227977 2239080 1267968 1572902 563378 636227 1892017 2067435 69178 396571 600343 1236357 1647435 1696592 1709669 322106 380270 479932 1208855 2235159 434255 683325 2189241 1844943 2144025 1315957 462613 836602 1639193 1874629 1114808 1690254 294906 1315501 1627327 299391 1481605 589720 1488589 413987 424703 529900 762178 824805 1230662 1360578 1665586 2182966 2232203 1638417 209987 577846 600193 1247571 1471568 1562350 1689507 2092511 1384633 25103 36459 129165 188583 441364 596639 662811 839470 860343 991821 1002385 1129545 1224097 1234065 1235117 1355338 1441833 1484358 1619343 1740617 1796849 1813933 1978555 2050391 2107137 2152937 300323 313273 341776 369796 417586 429669 443903 500411 583593 744480 867779 883792 1032043 1303769 1338645 1845523 197854 1998820 2248734 372994 819589 861633 1561911 1609130 411010 1412366 47028 138526 139335 157653 178497 250051 312517 372836 374924 493921 533875 601175 690310 794747 821861 1131748 1268197 1318181 1350211 1376095 1507925 1559958 1659666 1705023 1782482 1822770 1988335 1993390 110515 267444 372043 441057 494493 657724 787171 1213444 1490929 423069 1871885 1961041 1976657 2010142 20444 391835 545233 913529 1039736 1614166 251879 295041 366499 1477509 2243047 228600 823685 1034482 1051041 1340284 605597 1874507 2507 15471 95899 156007 169774 269210 397455 433613 491228 697076 733638 810900 812510 824229 869813 944768 965304 973193 1044866 1051834 1058984 1079484 1079496 1106983 1124696 1166498 1170435 1183554 1200622 1231847 1275261 1281589 1287246 1328475 1369596 1417252 1464112 1493998 1604996 1639061 1647084 1693618 1768979 1792050 1809054 1819740 1912963 1953648 1971149 2014129 2031585 2069581 2071330 2089307 2160850 2169998 2188174 2203516 2223355 2228219 566388 1883848 616823 685489 787757 801725 1012283 1737538 518886 1425243 77268 222631 401485 1617887 2101279 19294 655318 766130 801400 1309753 1754410 2043565 2054919 25304 108616 248390 317855 362297 733374 810770 860367 1153819 1212786 1294041 1296398 1905878 160532 590988 1348168 1691264 1988643 2001305 2213984 542459 1336245 2140444 68780 292208 1157610 1231449 1457884 847749 753581 52775 50011 85184 161497 178136 446774 511272 571156 629576 640883 649955 686632 699144 717808 720336 783611 800859 898876 981085 1095626 1165889 1173588 1218501 1272277 1290673 1299922 1392908 1409438 1587177 1618919 1637203 1762246 1973900 2033860 2086146 2100017 2148216 2170187 2221713 2228319 1537119 493623 745317 1368392 1373323 1930652 241121 449667 468963 757830 102768 136767 258012 427091 443598 452096 487867 633416 919007 1120846 1268918 1324071 1618867 2187821 2254072 515706 939887 1204075 1564558 1611534 1709794 2161270 1374577 264821 327692 327786 418934 434161 440944 464497 520007 558232 617344 651888 671895 747730 805860 816840 918326 1000445 1057692 1058628 1081944 1088098 1117699 1224720 1258466 1283236 1321344 1330055 1482854 1501821 1545364 1588620 1598298 1605108 1669282 1748110 1886009 1909176 1974662 2001206 2006004 2025947 2126038 2139295 2185666 2209422 2238930
426,1620205 2114604 212235 762357 1513874 1591324 1886966 1755057 92584 733468 1619181 174625 1474160 841427 703799 1397733 1522781 873 885676 1896437 1220376 1715768 1743931 1309402 1506113 1525094 37257 284639 581263 643226 1020664 1200538 1738852 2131795 608753 1425521
1861,282043 59550 528639 922192 1048827 1059590 1818633 124595
10212,49767 173546 1495359 1763581 1830188 275419 2148031 1114250 414184 1576383 1723109 1155164 2017320 1888199 1274721 1409670 1753895 213826 681072 719916 290814 1907454 656535 1443210 694244 199989 2108310 195044 824163 736670 1279152 792369 24013 551557 711071 509790 131299
10275,300441 876311 389312 368138 2029275 871240 995222 1979860 358576 2161376 2192149
11496,220745 395701 382531 1762778 310992 1492999 1272569 248838 973637 511060 1202424 1743639 1872494 1104541 1885728
18188,389381 661470 1596936 580096 1792343 1107957 1932598 2045142 2166077 710443 888761 137079 241280 735641 909867 925232 1161740 1370016 1545848 1835169 2174825 1625524 2179721 573569 837759 1221739 1678146 157235 197565 804483 1940154 2235164 139332 986581 517152 763814 1667384 1572736 1957616 201934 1908236 1794090 813760 474495 913351 1094311 1478315 1449121 2143863 932834 552709 2085225
24084,540977 798065 855848 1019835 1231769 1265218 1295125 1921831 2088513 2109321 1189579 333881 1255955 1956573 878697 921770 1293911 1382971 508776 83119 985112 1016070 755602 709938 1738102 881167 1995821 742130 1033339 740629 1001700 1125171 264073 577751 948819 2110768 1869397 1884939 159070 1036778 387864 682071 1631641 885251 1627503 485673 1373575
24742,1027260 2044666 93774 1913487 1048305 554197 2089832 418161 51173 2169048 415681 1878416 1208535 306589 130342 368006 1479666 1913043 1781937 1983432 16442 1245729 2096774 1212339 71659 2254334 721790 1252386 1401091
25416,1966318 2185606 12388 93999 169683 181977 284666 305286 814588 930472 1400136 1462076 1485594 1797025 1895909 2134084 2138119 2160345 866186 232439 374185 605987 1610714 329902 1360551 1687437 1919301 812580 1614447 1818437 811814 2247877 670347 1099694 1610983 1622407 813039 1854342 558147 1474602 686511 790443 1451082 12812 460139 757899 869152 941767 1076709 1168453 1447022 1587465 1828331 1577492 892088 1227405 2001332 1416605 1503965 519560 867114 2192042 61971 742067 1196882 1596121 1847725 2225397 84140 1370261 1613422 927390 1237729 1067880 1676941 1826301 1825773 360572 424415 1104862 680237
